id,name,release_date,platform
77320,Portal 2,2011-04-21,PlayStation 3
77320,Portal 2,2011-04-21,Macintosh
77320,Portal 2,2011-04-21,Xbox 360
77320,Portal 2,2011-04-19,PlayStation 3
77320,Portal 2,2011-04-19,Macintosh
77320,Portal 2,2011-04-19,Xbox 360
77320,Portal 2,2011-04-18,Macintosh
77320,Portal 2,2011-04-19,Windows
192498,The Legend of Zelda: Breath of the Wild,2017-03-03,Nintendo Switch
192498,The Legend of Zelda: Breath of the Wild,2017-03-03,Wii U
69417,The Legend of Zelda: A Link to the Past,1992-09-24,SNES
69417,The Legend of Zelda: A Link to the Past,2006-12-02,Wii
69417,The Legend of Zelda: A Link to the Past,2013-12-12,Wii U
69417,The Legend of Zelda: A Link to the Past,1991-11-21,SNES
69417,The Legend of Zelda: A Link to the Past,2016-03-10,Nintendo 3DS
69417,The Legend of Zelda: A Link to the Past,2019-09-05,Nintendo Switch
69417,The Legend of Zelda: A Link to the Past,1992-04-13,SNES
68992,Chrono Trigger,2009-02-03,Nintendo DS
68992,Chrono Trigger,2011-12-22,Other Mobile Devices
68992,Chrono Trigger,2009-02-06,Nintendo DS
68992,Chrono Trigger,2011-05-16,Wii
68992,Chrono Trigger,2011-12-08,iPad
68992,Chrono Trigger,2008-11-20,Nintendo DS
68992,Chrono Trigger,2011-08-04,Nintendo DS
68992,Chrono Trigger,1999-11-02,PlayStation
68992,Chrono Trigger,2002-01-17,PlayStation
68992,Chrono Trigger,2006-07-20,PlayStation
68992,Chrono Trigger,1995-03-11,SNES
68992,Chrono Trigger,2008-11-25,Nintendo DS
68992,Chrono Trigger,1995-08-22,SNES
68992,Chrono Trigger,2011-09-28,PlayStation 3
68992,Chrono Trigger,2018-02-27,Windows
68427,Portal (2007),2008-04-11,Windows
68427,Portal (2007),2008-04-10,Windows
68427,Portal (2007),2010-05-12,Macintosh
68427,Portal (2007),2008-04-09,Windows
68427,Portal (2007),2007-10-10,Macintosh
68427,Portal (2007),2008-10-22,Xbox 360
69334,The Legend of Zelda: Ocarina of Time,2011-06-30,Nintendo 3DS
69334,The Legend of Zelda: Ocarina of Time,1998-12-18,Nintendo 64
69334,The Legend of Zelda: Ocarina of Time,1998-12-11,Nintendo 64
69334,The Legend of Zelda: Ocarina of Time,2007-02-23,Wii
69334,The Legend of Zelda: Ocarina of Time,2015-07-02,Wii U
69334,The Legend of Zelda: Ocarina of Time,2011-06-17,Nintendo 3DS
69334,The Legend of Zelda: Ocarina of Time,2011-06-16,Nintendo 3DS
69334,The Legend of Zelda: Ocarina of Time,1998-11-21,Nintendo 64
69334,The Legend of Zelda: Ocarina of Time,2012-09-27,Nintendo 3DS
69334,The Legend of Zelda: Ocarina of Time,2003-03-24,GameCube
69334,The Legend of Zelda: Ocarina of Time,2011-06-19,Nintendo 3DS
69334,The Legend of Zelda: Ocarina of Time,1998-11-24,Nintendo 64
69334,The Legend of Zelda: Ocarina of Time,1999-01-01,Nintendo 64
69334,The Legend of Zelda: Ocarina of Time,1998-11-23,Nintendo 64
71224,Super Metroid,2016-03-10,Nintendo 3DS
71224,Super Metroid,2019-09-05,Nintendo Switch
71224,Super Metroid,1994-07-28,SNES
71224,Super Metroid,1994-03-19,SNES
71224,Super Metroid,1994-04-18,SNES
71224,Super Metroid,2013-05-15,Wii U
71224,Super Metroid,2007-08-20,Wii
138780,The Witcher 3: Wild Hunt,2015-05-19,PlayStation 4
138780,The Witcher 3: Wild Hunt,2015-05-21,PlayStation 4
138780,The Witcher 3: Wild Hunt,2015-05-19,Windows
138780,The Witcher 3: Wild Hunt,2015-05-19,Xbox One
68397,Mass Effect 2,2010-01-26,Windows
68397,Mass Effect 2,2010-01-29,Xbox 360
68397,Mass Effect 2,2010-01-28,Xbox 360
68397,Mass Effect 2,2011-01-18,PlayStation 3
68397,Mass Effect 2,2010-01-26,Xbox 360
68397,Mass Effect 2,2011-01-21,PlayStation 3
68397,Mass Effect 2,2010-01-29,Windows
70552,Baldur's Gate II: Shadows of Amn,2000-11-03,Windows
70552,Baldur's Gate II: Shadows of Amn,2001-09-24,Macintosh
70552,Baldur's Gate II: Shadows of Amn,2000-09-24,Windows
70552,Baldur's Gate II: Shadows of Amn,2010-11-01,Windows
70785,Valkyria Chronicles,2008-10-31,PlayStation 3
70785,Valkyria Chronicles,2016-05-17,PlayStation 4
70785,Valkyria Chronicles,2008-04-24,PlayStation 3
70785,Valkyria Chronicles,2008-11-04,PlayStation 3
70785,Valkyria Chronicles,2014-11-11,Windows
70721,Warcraft III: The Frozen Throne,2003-07-04,Windows
70721,Warcraft III: The Frozen Throne,2003-07-01,Macintosh
70721,Warcraft III: The Frozen Throne,2003-07-04,Macintosh
70954,Grim Fandango,2015-05-05,Android
70954,Grim Fandango,2015-05-05,iPad
70954,Grim Fandango,1998-12-15,Windows
70954,Grim Fandango,2015-01-27,PlayStation 4
70954,Grim Fandango,2015-01-26,PlayStation Vita
70954,Grim Fandango,2015-01-27,Linux
76411,Mega Man 2,1999-09-02,PlayStation
76411,Mega Man 2,2012-08-08,Nintendo 3DS
76411,Mega Man 2,2009-09-09,PlayStation 3
76411,Mega Man 2,1988-12-24,NES
76411,Mega Man 2,2013-06-11,Wii U
76411,Mega Man 2,2007-12-14,Wii
72069,The Legend of Zelda: Twilight Princess,2006-12-07,Wii
72069,The Legend of Zelda: Twilight Princess,2016-03-05,Wii U
72069,The Legend of Zelda: Twilight Princess,2011-09-16,Wii
72069,The Legend of Zelda: Twilight Princess,2006-12-08,Wii
72069,The Legend of Zelda: Twilight Princess,2016-03-04,Wii U
72069,The Legend of Zelda: Twilight Princess,2006-12-11,GameCube
72069,The Legend of Zelda: Twilight Princess,2011-05-15,Wii
72069,The Legend of Zelda: Twilight Princess,2006-11-19,Wii
68549,Final Fantasy IX,2001-02-16,PlayStation
68549,Final Fantasy IX,2019-02-13,Nintendo Switch
68549,Final Fantasy IX,2000-10-23,PlayStation
68549,Final Fantasy IX,2000-07-07,PlayStation
68549,Final Fantasy IX,2000-11-13,PlayStation
68549,Final Fantasy IX,2010-05-20,PlayStation 3
68549,Final Fantasy IX,2016-04-14,Windows
71626,GoldenEye 007,1997-08-25,Nintendo 64
71626,GoldenEye 007,1997-08-23,Nintendo 64
68524,Secret of Mana (1993),2014-10-30,Android
68524,Secret of Mana (1993),1994-11-24,SNES
68524,Secret of Mana (1993),2010-12-21,iPhone
68524,Secret of Mana (1993),1993-08-06,SNES
68524,Secret of Mana (1993),1993-10-13,SNES
68524,Secret of Mana (1993),2013-06-26,Wii U
68524,Secret of Mana (1993),2008-09-08,Wii
105157,Borderlands 2,2012-09-20,PlayStation 3
105157,Borderlands 2,2012-09-20,Xbox 360
105157,Borderlands 2,2012-09-21,PlayStation 3
105157,Borderlands 2,2012-09-21,Windows
105157,Borderlands 2,2012-09-21,Xbox 360
105157,Borderlands 2,2012-10-25,PlayStation 3
105157,Borderlands 2,2012-10-25,Xbox 360
105157,Borderlands 2,2012-09-18,PlayStation 3
105157,Borderlands 2,2014-05-30,PlayStation Vita
105157,Borderlands 2,2012-09-18,Windows
105157,Borderlands 2,2012-09-18,Xbox 360
105157,Borderlands 2,2015-03-24,PlayStation 4
105157,Borderlands 2,2012-09-20,Windows
105157,Borderlands 2,2015-03-24,Xbox One
70564,Suikoden II,2000-07-28,PlayStation
70564,Suikoden II,1998-12-17,PlayStation
70564,Suikoden II,1999-08-31,PlayStation
143460,Civilization V: Brave New World,2013-07-09,Windows
141874,The Legend of Zelda: A Link Between Worlds,2013-11-22,Nintendo 3DS
141874,The Legend of Zelda: A Link Between Worlds,2015-10-16,Nintendo 3DS
141874,The Legend of Zelda: A Link Between Worlds,2013-12-26,Nintendo 3DS
211261,Red Dead Redemption II,2018-10-26,PlayStation 4
211261,Red Dead Redemption II,2018-10-26,Xbox One
211261,Red Dead Redemption II,2019-11-05,Cloud Platform
211261,Red Dead Redemption II,2019-11-05,Windows
72055,Dragon Age: Origins,2009-11-05,PlayStation 3
72055,Dragon Age: Origins,2009-11-06,PlayStation 3
72055,Dragon Age: Origins,2009-11-06,Windows
72055,Dragon Age: Origins,2009-11-06,Xbox 360
72055,Dragon Age: Origins,2009-11-12,Windows
72055,Dragon Age: Origins,2009-11-20,PlayStation 3
72055,Dragon Age: Origins,2009-12-21,Macintosh
72055,Dragon Age: Origins,2009-11-03,PlayStation 3
72055,Dragon Age: Origins,2009-11-03,Windows
72055,Dragon Age: Origins,2009-11-03,Xbox 360
72055,Dragon Age: Origins,2009-11-05,Windows
71738,The Legend of Zelda: Majora's Mask,2015-02-13,Nintendo 3DS
71738,The Legend of Zelda: Majora's Mask,2009-04-03,Wii
71738,The Legend of Zelda: Majora's Mask,2000-11-17,Nintendo 64
71738,The Legend of Zelda: Majora's Mask,2000-04-27,Nintendo 64
71738,The Legend of Zelda: Majora's Mask,2000-10-25,Nintendo 64
68779,Assassin's Creed II,2009-11-19,PlayStation 3
68779,Assassin's Creed II,2010-03-04,PlayStation 3
68779,Assassin's Creed II,2010-03-04,Windows
68779,Assassin's Creed II,2009-11-19,Xbox 360
68779,Assassin's Creed II,2009-11-17,Xbox 360
68779,Assassin's Creed II,2009-11-20,PlayStation 3
68779,Assassin's Creed II,2010-05-21,PlayStation 3
68779,Assassin's Creed II,2010-03-05,Windows
68779,Assassin's Creed II,2009-11-20,Xbox 360
68779,Assassin's Creed II,2010-05-21,Xbox 360
68779,Assassin's Creed II,2009-12-03,PlayStation 3
68779,Assassin's Creed II,2010-04-30,Windows
68779,Assassin's Creed II,2009-12-03,Xbox 360
68779,Assassin's Creed II,2009-12-17,Xbox 360
68779,Assassin's Creed II,2010-03-04,Macintosh
68779,Assassin's Creed II,2009-11-17,PlayStation 3
68779,Assassin's Creed II,2010-03-03,Windows
68779,Assassin's Creed II,2010-03-09,Windows
70971,Rock Band 2,2009-03-27,PlayStation 2
70971,Rock Band 2,2009-03-27,PlayStation 3
70971,Rock Band 2,2009-10-09,Wii
70971,Rock Band 2,2008-11-21,Xbox 360
70971,Rock Band 2,2008-12-18,PlayStation 2
70971,Rock Band 2,2008-09-14,PlayStation 3
70971,Rock Band 2,2008-09-14,Wii
70971,Rock Band 2,2008-09-14,Xbox 360
72139,Silent Hill 2,2001-09-24,PlayStation 2
72139,Silent Hill 2,2001-12-20,Windows
72139,Silent Hill 2,2001-12-20,Xbox
72139,Silent Hill 2,2001-10-31,PlayStation 2
69327,The Legend of Zelda,2004-07-09,Game Boy Advance
69327,The Legend of Zelda,1987-11-15,NES
69327,The Legend of Zelda,2011-08-31,Nintendo 3DS
69327,The Legend of Zelda,2006-11-19,Wii
69327,The Legend of Zelda,2013-08-28,Wii U
69327,The Legend of Zelda,1986-02-22,NES
69327,The Legend of Zelda,2004-02-14,Game Boy Advance
69327,The Legend of Zelda,2004-06-07,Game Boy Advance
69327,The Legend of Zelda,1987-08-22,NES
68745,Paper Mario: The Thousand-Year Door,2004-11-18,GameCube
68745,Paper Mario: The Thousand-Year Door,2004-11-11,GameCube
68745,Paper Mario: The Thousand-Year Door,2004-11-12,GameCube
68745,Paper Mario: The Thousand-Year Door,2004-07-22,GameCube
68745,Paper Mario: The Thousand-Year Door,2006-06-15,GameCube
68745,Paper Mario: The Thousand-Year Door,2004-10-11,GameCube
147087,XCOM: Enemy Within,2013-11-15,Windows
70550,Baldur's Gate,2001-07-27,Windows
70550,Baldur's Gate,1999-10-20,Windows
70550,Baldur's Gate,2000-07-31,Macintosh
70550,Baldur's Gate,1998-12-21,Windows
71132,Metroid Prime,2003-04-03,GameCube
71132,Metroid Prime,2002-11-17,GameCube
71132,Metroid Prime,2003-10-10,GameCube
71132,Metroid Prime,2003-03-21,GameCube
71132,Metroid Prime,2003-03-31,GameCube
71132,Metroid Prime,2003-02-28,GameCube
71132,Metroid Prime,2003-09-25,GameCube
80945,Civilization V,2010-09-23,Windows
80945,Civilization V,2010-09-24,Windows
80945,Civilization V,2010-11-20,Macintosh
80945,Civilization V,2010-09-21,Windows
75065,Super Smash Bros. Melee,2002-05-31,GameCube
75065,Super Smash Bros. Melee,2003-01-01,GameCube
75065,Super Smash Bros. Melee,2001-12-01,GameCube
75065,Super Smash Bros. Melee,2003-04-11,GameCube
75065,Super Smash Bros. Melee,2002-05-24,GameCube
75065,Super Smash Bros. Melee,2001-11-21,GameCube
75065,Super Smash Bros. Melee,2002-08-25,GameCube
75065,Super Smash Bros. Melee,2001-12-02,GameCube
68287,Master of Orion,1993-06-01,DOS
179544,Horizon Zero Dawn,2017-03-01,PlayStation 4
179544,Horizon Zero Dawn,2017-05-01,PlayStation 4
179544,Horizon Zero Dawn,2017-02-28,PlayStation 4
221278,Hollow Knight,2017-02-24,Nintendo Switch
221278,Hollow Knight,2019-05-31,PlayStation 4
221278,Hollow Knight,2018-09-25,PlayStation 4
221278,Hollow Knight,2017-02-24,Linux
221278,Hollow Knight,2018-09-25,Xbox One
69437,The Legend of Zelda: Link's Awakening (1993),1993-12-01,Game Boy
69437,The Legend of Zelda: Link's Awakening (1993),1993-11-18,Game Boy
69437,The Legend of Zelda: Link's Awakening (1993),1993-06-06,Game Boy
69437,The Legend of Zelda: Link's Awakening (1993),2011-06-07,Nintendo 3DS
69437,The Legend of Zelda: Link's Awakening (1993),1998-12-31,Game Boy Color
69437,The Legend of Zelda: Link's Awakening (1993),1993-08-01,Game Boy
72586,BioShock,2008-10-17,PlayStation 3
72586,BioShock,2007-08-24,Windows
72586,BioShock,2007-08-24,Xbox 360
72586,BioShock,2008-10-21,PlayStation 3
72586,BioShock,2009-09-18,Xbox 360
72586,BioShock,2012-10-25,PlayStation 3
72586,BioShock,2008-12-25,PlayStation 3
72586,BioShock,2010-01-14,PlayStation 3
72586,BioShock,2008-06-27,Windows
72586,BioShock,2008-02-21,Xbox 360
72586,BioShock,2009-07-02,Xbox 360
72586,BioShock,2008-01-10,Xbox 360
72586,BioShock,2011-01-26,Macintosh
72586,BioShock,2009-10-10,Macintosh
72586,BioShock,2007-08-21,Windows
72586,BioShock,2007-08-21,Xbox 360
72586,BioShock,2007-11-05,Windows
72586,BioShock,2009-10-07,Macintosh
72586,BioShock,2010-11-12,Windows
73799,Sid Meier's Alpha Centauri,2012-12-20,Macintosh
70722,StarCraft,1998-03-31,Windows
70722,StarCraft,2000-06-13,Nintendo 64
111920,Grand Theft Auto V,2013-09-17,PlayStation 3
111920,Grand Theft Auto V,2013-09-17,Xbox 360
111920,Grand Theft Auto V,2015-04-14,Windows
111920,Grand Theft Auto V,2013-10-10,PlayStation 3
111920,Grand Theft Auto V,2013-10-10,Xbox 360
111920,Grand Theft Auto V,2014-11-18,PlayStation 4
111920,Grand Theft Auto V,2014-11-18,Xbox One
70558,HλLF-LIFE²: Episode Two,2007-10-10,Windows
143976,Mario Kart 8,2014-05-31,Wii U
143976,Mario Kart 8,2017-04-28,Nintendo Switch
143976,Mario Kart 8,2014-05-29,Wii U
143976,Mario Kart 8,2014-05-30,Wii U
70952,The Curse of Monkey Island,1997-10-31,Windows
70952,The Curse of Monkey Island,2018-03-22,Macintosh
102345,Mass Effect 3,2012-03-09,Xbox 360
102345,Mass Effect 3,2012-03-08,PlayStation 3
102345,Mass Effect 3,2012-03-08,Windows
102345,Mass Effect 3,2012-03-08,Xbox 360
102345,Mass Effect 3,2012-03-15,PlayStation 3
102345,Mass Effect 3,2012-03-15,Xbox 360
102345,Mass Effect 3,2012-03-06,PlayStation 3
102345,Mass Effect 3,2012-03-06,Windows
102345,Mass Effect 3,2012-03-06,Xbox 360
102345,Mass Effect 3,2012-03-09,PlayStation 3
102345,Mass Effect 3,2012-03-09,Windows
71030,Diablo II,2000-06-30,Macintosh
71030,Diablo II,2000-06-29,Windows
71030,Diablo II,2000-06-30,Windows
71030,Diablo II,2000-06-25,Windows
69691,Shin Megami Tensei: Persona 4,2009-03-13,PlayStation 2
69691,Shin Megami Tensei: Persona 4,2008-07-10,PlayStation 2
69691,Shin Megami Tensei: Persona 4,2008-08-05,PlayStation 2
69691,Shin Megami Tensei: Persona 4,2012-06-14,PlayStation Vita
69691,Shin Megami Tensei: Persona 4,2008-12-08,PlayStation 2
69691,Shin Megami Tensei: Persona 4,2012-11-20,PlayStation Vita
69691,Shin Megami Tensei: Persona 4,2014-04-08,PlayStation 3
69691,Shin Megami Tensei: Persona 4,2020-06-13,Windows
72416,Master of Magic,2010-04-27,Windows
84628,Fallout: New Vegas,2010-10-19,Windows
84628,Fallout: New Vegas,2010-10-22,PlayStation 3
84628,Fallout: New Vegas,2010-10-22,Xbox 360
84628,Fallout: New Vegas,2010-10-19,PlayStation 3
84628,Fallout: New Vegas,2011-11-03,PlayStation 3
84628,Fallout: New Vegas,2010-10-19,Xbox 360
84628,Fallout: New Vegas,2010-10-22,Windows
84628,Fallout: New Vegas,2010-10-21,Windows
74338,Baldur's Gate II: Throne of Bhaal,2001-06-21,Windows
74338,Baldur's Gate II: Throne of Bhaal,2001-07-09,Windows
74338,Baldur's Gate II: Throne of Bhaal,2001-07-19,Windows
74338,Baldur's Gate II: Throne of Bhaal,2003-11-21,Macintosh
74338,Baldur's Gate II: Throne of Bhaal,2001-06-22,Windows
70514,HλLF-LIFE,2002-10-01,PlayStation 2
70514,HλLF-LIFE,2001-11-14,PlayStation 2
70514,HλLF-LIFE,1998-11-19,Windows
70514,HλLF-LIFE,1998-11-19,Linux
71130,The Legend of Zelda: The Wind Waker,2003-05-07,GameCube
71130,The Legend of Zelda: The Wind Waker,2003-03-24,GameCube
71130,The Legend of Zelda: The Wind Waker,2003-05-02,GameCube
71130,The Legend of Zelda: The Wind Waker,2003-05-03,GameCube
71130,The Legend of Zelda: The Wind Waker,2013-10-04,Wii U
71130,The Legend of Zelda: The Wind Waker,2013-04-15,Wii U
71130,The Legend of Zelda: The Wind Waker,2002-12-13,GameCube
71130,The Legend of Zelda: The Wind Waker,2003-02-18,GameCube
71130,The Legend of Zelda: The Wind Waker,2013-09-20,Wii U
71265,Metal Gear Solid 3: Snake Eater,2012-03-08,Nintendo 3DS
71265,Metal Gear Solid 3: Snake Eater,2005-03-04,PlayStation 2
71265,Metal Gear Solid 3: Snake Eater,2005-03-03,PlayStation 2
71265,Metal Gear Solid 3: Snake Eater,2004-12-16,PlayStation 2
71265,Metal Gear Solid 3: Snake Eater,2012-02-21,Nintendo 3DS
71265,Metal Gear Solid 3: Snake Eater,2004-11-17,PlayStation 2
71265,Metal Gear Solid 3: Snake Eater,2008-03-18,PlayStation 2
68430,Fallout 3,2008-10-29,PlayStation 3
68430,Fallout 3,2008-10-31,Xbox 360
68430,Fallout 3,2008-10-31,Windows
68430,Fallout 3,2009-10-16,PlayStation 3
68430,Fallout 3,2008-10-30,PlayStation 3
68430,Fallout 3,2008-10-31,PlayStation 3
68430,Fallout 3,2009-10-13,PlayStation 3
68430,Fallout 3,2008-10-28,PlayStation 3
68430,Fallout 3,2009-10-13,Windows
68430,Fallout 3,2008-10-28,Windows
68430,Fallout 3,2009-10-13,Xbox 360
68430,Fallout 3,2008-10-28,Xbox 360
68430,Fallout 3,2009-10-16,Windows
70391,Super Mario Galaxy,2007-11-27,Wii
70391,Super Mario Galaxy,2007-11-16,Wii
70391,Super Mario Galaxy,2011-09-16,Wii
70391,Super Mario Galaxy,2007-11-01,Wii
70391,Super Mario Galaxy,2011-08-31,Wii
70391,Super Mario Galaxy,2007-11-12,Wii
70724,StarCraft II: Wings of Liberty,2010-07-27,Macintosh
70724,StarCraft II: Wings of Liberty,2010-07-07,Macintosh
70724,StarCraft II: Wings of Liberty,2010-07-27,Windows
71350,Metal Gear Solid,1999-02-26,PlayStation
71350,Metal Gear Solid,2008-03-18,PlayStation 2
71350,Metal Gear Solid,1998-11-06,PlayStation
71350,Metal Gear Solid,1998-09-03,PlayStation
71350,Metal Gear Solid,1998-10-20,PlayStation
71350,Metal Gear Solid,2000-09-24,Windows
71350,Metal Gear Solid,2008-03-21,PlayStation 3
69009,Super Mario 64,1997-03-01,Nintendo 64
69009,Super Mario 64,1996-06-23,Nintendo 64
69009,Super Mario 64,1998-01-01,Nintendo 64
69009,Super Mario 64,1996-09-26,Nintendo 64
69009,Super Mario 64,2015-04-01,Wii U
69009,Super Mario 64,2006-11-19,Wii
245334,Diablo II: Lord of Destruction,2001-06-29,Macintosh
245334,Diablo II: Lord of Destruction,2001-06-29,Windows
68395,Mass Effect,2007-11-16,Xbox 360
68395,Mass Effect,2008-05-28,Windows
68395,Mass Effect,2007-11-23,Xbox 360
68395,Mass Effect,2007-11-21,Xbox 360
68395,Mass Effect,2009-02-10,Xbox 360
68395,Mass Effect,2012-12-04,PlayStation 3
68395,Mass Effect,2007-11-23,Windows
68395,Mass Effect,2008-06-06,Windows
68395,Mass Effect,2008-12-19,Windows
218780,Super Mario Odyssey,2017-10-27,Nintendo Switch
110814,Batman: Arkham City,2011-10-17,PlayStation 3
110814,Batman: Arkham City,2011-10-26,Windows
110814,Batman: Arkham City,2012-11-30,Wii U
110814,Batman: Arkham City,2011-10-21,Xbox 360
110814,Batman: Arkham City,2011-10-21,PlayStation 3
110814,Batman: Arkham City,2012-11-02,Xbox 360
110814,Batman: Arkham City,2012-12-08,Wii U
110814,Batman: Arkham City,2011-10-18,PlayStation 3
110814,Batman: Arkham City,2012-11-18,Wii U
110814,Batman: Arkham City,2011-10-18,Xbox 360
110814,Batman: Arkham City,2011-11-21,Windows
70382,Final Fantasy Tactics,2015-06-04,Android
70382,Final Fantasy Tactics,2007-10-08,PSP
70382,Final Fantasy Tactics,2007-05-10,PSP
70382,Final Fantasy Tactics,2011-12-02,PSP
70382,Final Fantasy Tactics,2012-02-22,iPad
70382,Final Fantasy Tactics,2011-08-04,iPhone
70382,Final Fantasy Tactics,1997-06-20,PlayStation
70382,Final Fantasy Tactics,2009-07-30,PSP
70382,Final Fantasy Tactics,2007-06-29,PSP
70382,Final Fantasy Tactics,2001-07-01,PlayStation
70382,Final Fantasy Tactics,1998-01-29,PlayStation
70382,Final Fantasy Tactics,2007-10-09,PSP
70382,Final Fantasy Tactics,2011-03-09,PlayStation Vita
71269,Fallout (1997),1997-11-01,DOS
71269,Fallout (1997),2008-10-23,Windows
71686,Super Mario Galaxy 2,2010-06-10,Wii
71686,Super Mario Galaxy 2,2015-01-14,Wii U
71686,Super Mario Galaxy 2,2010-06-11,Wii
71686,Super Mario Galaxy 2,2010-05-27,Wii
71686,Super Mario Galaxy 2,2010-05-23,Wii
69679,Resident Evil 4,2005-03-18,GameCube
69679,Resident Evil 4,2019-05-21,Nintendo Switch
69679,Resident Evil 4,2005-11-04,PlayStation 2
69679,Resident Evil 4,2007-06-29,Wii
69679,Resident Evil 4,2005-01-27,GameCube
69679,Resident Evil 4,2005-01-11,GameCube
69679,Resident Evil 4,2005-10-25,PlayStation 2
69679,Resident Evil 4,2007-05-31,Wii
69679,Resident Evil 4,2007-05-17,Windows
69679,Resident Evil 4,2011-03-23,PlayStation 3
69679,Resident Evil 4,2006-10-13,PlayStation 2
69679,Resident Evil 4,2007-03-02,Windows
69679,Resident Evil 4,2014-02-27,Windows
69679,Resident Evil 4,2011-03-23,Xbox 360
72762,Heroes of Might and Magic III: The Restoration of Erathia,1999-02-28,Windows
72762,Heroes of Might and Magic III: The Restoration of Erathia,2015-01-29,Windows
120020,XCOM: Enemy Unknown,2012-10-12,Xbox 360
120020,XCOM: Enemy Unknown,2012-10-12,Windows
120020,XCOM: Enemy Unknown,2013-07-20,iPad
120020,XCOM: Enemy Unknown,2012-10-09,PlayStation 3
120020,XCOM: Enemy Unknown,2012-10-09,Windows
120020,XCOM: Enemy Unknown,2012-10-09,Xbox 360
120020,XCOM: Enemy Unknown,2012-10-12,PlayStation 3
68361,Batman: Arkham Asylum,2009-09-03,PlayStation 3
68361,Batman: Arkham Asylum,2009-08-25,PlayStation 3
68361,Batman: Arkham Asylum,2009-08-28,PlayStation 3
68361,Batman: Arkham Asylum,2010-03-26,PlayStation 3
68361,Batman: Arkham Asylum,2012-03-29,PlayStation 3
68361,Batman: Arkham Asylum,2010-10-25,PlayStation 3
68361,Batman: Arkham Asylum,2009-08-28,Xbox 360
68361,Batman: Arkham Asylum,2010-03-26,Xbox 360
68361,Batman: Arkham Asylum,2009-08-25,Xbox 360
68361,Batman: Arkham Asylum,2010-03-26,Windows
68361,Batman: Arkham Asylum,2010-01-14,PlayStation 3
68361,Batman: Arkham Asylum,2012-07-05,PlayStation 3
68361,Batman: Arkham Asylum,2011-11-02,Macintosh
68361,Batman: Arkham Asylum,2010-05-11,PlayStation 3
68361,Batman: Arkham Asylum,2009-09-15,Windows
68361,Batman: Arkham Asylum,2010-05-11,Xbox 360
68361,Batman: Arkham Asylum,2011-11-03,Macintosh
70723,StarCraft: Brood War,1998-11-30,Windows
71800,Deus Ex,2002-06-07,PlayStation 2
71800,Deus Ex,2000-06-26,Windows
71800,Deus Ex,2001-09-14,Windows
71800,Deus Ex,2003-04-25,Windows
71800,Deus Ex,2000-09-27,Windows
71800,Deus Ex,2001-02-09,Windows
71800,Deus Ex,2000-07-07,Macintosh
71800,Deus Ex,2002-03-25,PlayStation 2
71800,Deus Ex,2001-05-08,Windows
71800,Deus Ex,2000-06-22,Windows
71800,Deus Ex,2012-05-16,PlayStation 3
71800,Deus Ex,2012-05-16,Xbox 360
70524,HλLF-LIFE²,2004-11-16,Windows
70524,HλLF-LIFE²,2005-11-18,Xbox
70524,HλLF-LIFE²,2004-11-16,Xbox
71824,Red Dead Redemption,2010-05-21,PlayStation 3
71824,Red Dead Redemption,2010-05-21,Xbox 360
71824,Red Dead Redemption,2010-05-18,PlayStation 3
71824,Red Dead Redemption,2010-05-18,Xbox 360
70945,The Secret of Monkey Island,2010-11-24,iPad
70945,The Secret of Monkey Island,2009-07-22,iPhone
70945,The Secret of Monkey Island,2011-02-08,Macintosh
70945,The Secret of Monkey Island,2010-04-22,PlayStation 3
70945,The Secret of Monkey Island,2009-07-15,Windows
70945,The Secret of Monkey Island,2009-07-15,Xbox 360
71177,Shadow of the Colossus (2005),2006-02-17,PlayStation 2
71177,Shadow of the Colossus (2005),2006-06-08,PlayStation 2
71177,Shadow of the Colossus (2005),2005-10-27,PlayStation 2
71177,Shadow of the Colossus (2005),2006-08-08,PlayStation 2
71177,Shadow of the Colossus (2005),2005-10-18,PlayStation 2
71177,Shadow of the Colossus (2005),2012-01-17,PlayStation 3
70946,Monkey Island 2: LeChuck's Revenge,2010-07-07,iPad
70946,Monkey Island 2: LeChuck's Revenge,2010-07-07,iPhone
70946,Monkey Island 2: LeChuck's Revenge,2010-07-07,PlayStation 3
70946,Monkey Island 2: LeChuck's Revenge,2010-07-07,Windows
70946,Monkey Island 2: LeChuck's Revenge,2010-07-07,Xbox 360
70546,System Shock 2,1999-08-11,Windows
70546,System Shock 2,2013-05-10,Windows
68878,Uncharted 2: Among Thieves,2009-10-15,PlayStation 3
68878,Uncharted 2: Among Thieves,2010-06-11,PlayStation 3
68878,Uncharted 2: Among Thieves,2017-11-17,PlayStation 4
68878,Uncharted 2: Among Thieves,2009-10-13,PlayStation 3
68878,Uncharted 2: Among Thieves,2009-10-16,PlayStation 3
68627,Star Wars: Knights of the Old Republic,2003-11-18,Windows
68627,Star Wars: Knights of the Old Republic,2003-07-15,Xbox
68627,Star Wars: Knights of the Old Republic,2013-05-30,iPad
68627,Star Wars: Knights of the Old Republic,2003-11-21,Windows
68627,Star Wars: Knights of the Old Republic,2011-03-16,Macintosh
68627,Star Wars: Knights of the Old Republic,2004-09-07,Macintosh
68627,Star Wars: Knights of the Old Republic,2003-07-17,Xbox
68627,Star Wars: Knights of the Old Republic,2003-12-05,Windows
68627,Star Wars: Knights of the Old Republic,2003-11-19,Windows
74938,Star Control II,2002-11-27,Linux
