id,name,release_date,genre
95900,Diner Dash 2: Restaurant Rescue,2006-01-18,Management
95907,Magic: the Gathering,2001-06-28,Strategy
95916,Age of Empires II (Gold Edition),2001-08-23,Real Time Strategy
95781,Samurai II: Vengeance,2010-10-20,Beat 'em Up
95783,Pah!,2011-03-24,Scrolling
95783,Pah!,2011-03-24,Shoot 'em Up
95793,NCAA Basketball 10,2009-11-17,Sports
95762,Bouncer Boot Out,2011-01-10,Action
95762,Bouncer Boot Out,2011-01-10,Puzzle
95763,Hogtide,2011-02-22,Action
95779,Samurai: Way of the Warrior,2009-09-01,Beat 'em Up
95780,Samurai II: Dojo,2010-12-02,Beat 'em Up
95719,Stock Market Board Game,2011-03-11,Strategy
95722,Keg Bearer,2011-03-21,Party
95722,Keg Bearer,2011-03-21,Strategy
95724,Bastards,2011-03-19,First Person Shooter
95727,Mr. Ninja,2011-03-23,Platformer
95728,Halcyon,2010-11-23,Arcade
95728,Halcyon,2010-11-23,Puzzle
95731,Forget-Me-Not,2011-03-21,Arcade
95733,Robot Wants Kitty,2011-03-17,Platformer
95733,Robot Wants Kitty,2011-03-17,Run-and-gun
95748,Cell & Love: The Fun of Fusion,2009-12-04,Puzzle
95749,Farts vs Zombies,2011-01-13,Action
95672,Jikandia: The Timeless Land,2010-07-08,Action RPG
95672,Jikandia: The Timeless Land,2010-07-08,Platformer
95678,Reiner Knizia's Roto,2009-11-01,Puzzle
95681,RTL Racing Team Manager,2008-03-06,Management
95681,RTL Racing Team Manager,2008-03-06,Racing
95692,Mutant Storm Reloaded,2005-11-22,Action
95692,Mutant Storm Reloaded,2005-11-22,Shoot 'em Up
95555,Recoil,1999-03-10,Arcade
95555,Recoil,1999-03-10,Shooter
95697,Astropop,2004-04-06,Action
95697,Astropop,2004-04-06,Puzzle
95556,Xargon,1993-12-31,Classic Games
95556,Xargon,1993-12-31,Platformer
95556,Xargon,1993-12-31,Scrolling
95564,Hardwood Hearts,2005-12-08,Classic Games
95565,Hardwood Spades,2005-12-08,Classic Games
95707,Super Drill  Panic,2010-12-22,Action
95707,Super Drill  Panic,2010-12-22,Platformer
95571,Replica Island,2010-03-08,Action Adventure
95571,Replica Island,2010-03-08,Platformer
95573,Stupid Zombies,2011-01-20,Action
95573,Stupid Zombies,2011-01-20,Puzzle
95612,Terminator Salvation,2009-05-19,Shooter
95525,Lock On Platinum,2010-07-01,Flight Simulator
95528,Abduction! World Attack,2009-04-03,Action
95528,Abduction! World Attack,2009-04-03,Platformer
95529,Abduction 2,2010-09-10,Action
95529,Abduction 2,2010-09-10,Platformer
95530,Hero of Sparta,2008-12-06,Action Adventure
95553,Outlive,2001-03-19,Real Time Strategy
95445,City of Heroes Good Versus Evil Edition,2006-09-29,Action RPG
95445,City of Heroes Good Versus Evil Edition,2006-09-29,MMO
95471,Live for Speed S2,2005-06-24,Racing
95471,Live for Speed S2,2005-06-24,Simulation
95483,Escape from Bug Island!,2006-12-02,Adventure
95932,Bust-a-Move Millennium,2000-10-27,Puzzle
95957,Scrabble Interactive 2007,2006-11-02,Classic Games
95958,Ridge Racer 3D,2011-03-27,Racing
96491,Tactical Soldier: Undead Rising,2011-03-30,Tactical RPG
96508,Brawl Brothers,1992-12-22,Action
96508,Brawl Brothers,1992-12-22,Scrolling
96514,Defender (2002),2002-10-22,Action
96514,Defender (2002),2002-10-22,Arcade
96514,Defender (2002),2002-10-22,Shoot 'em Up
96530,Polar Pool,2008-03-26,Sports
96389,Hexyz Force,2009-11-12,RPG
96391,Kenka Bancho: Badass Rumble,2008-11-27,Beat 'em Up
96405,Fighting Masters,1991-12-06,Beat 'em Up
96405,Fighting Masters,1991-12-06,Fighting
96438,Shot Online,2004-10-25,MMO
96438,Shot Online,2004-10-25,RPG
96438,Shot Online,2004-10-25,Sports
96459,Raving Rabbids: Travel in Time,2011-03-24,Party
96479,NFL Head Coach,2006-06-19,Simulation
96479,NFL Head Coach,2006-06-19,Sports
96483,Infernal,2007-02-23,Shooter
96371,Tom Clancy's Splinter Cell 3D,2011-03-17,Shooter
96371,Tom Clancy's Splinter Cell 3D,2011-03-17,Stealth
96372,Combat of Giants: Dinosaurs 3D,2011-02-26,Adventure
96387,DJ Boy,1990-05-19,Beat 'em Up
96387,DJ Boy,1990-05-19,Scrolling
96328,Hammerin' Hero,2008-05-15,Beat 'em Up
96329,Bomberman Fantasy Race,1998-08-06,Racing
96335,Class of Heroes,2008-08-26,RPG
96357,ProStroke Golf,2006-11-11,Sports
96365,Karous,2006-11-15,Shoot 'em Up
96370,Asphalt 3D,2011-03-10,Racing
96225,Dodge!!,2010-03-05,Action
96227,Gold Keeper,2009-08-18,Action
96253,Hedgewars,2006-11-24,Strategy
96311,The 3rd Birthday,2010-12-22,Action RPG
96312,Syphon Filter: Logan's Shadow,2007-10-02,Action Adventure
96149,Attack Balls,2010-08-24,Arcade
96149,Attack Balls,2010-08-24,Puzzle
96159,Townsmen 6,2011-02-04,Management
96159,Townsmen 6,2011-02-04,Simulation
96160,Casino Crime,2010-11-30,Classic Games
96160,Casino Crime,2010-11-30,Management
96183,NBA Live 99,1998-11-10,Sports
96222,Drop Dead,2010-10-09,Puzzle
96224,A Monster Ate My Homework,2010-12-06,Action
96224,A Monster Ate My Homework,2010-12-06,Puzzle
96107,No Time To Explain,2011-08-15,Platformer
96136,Alien Outpost,2009-11-16,Tower Defense
96137,PowerDown,2009-03-13,Puzzle
96140,Anger of Stick - Friend,2010-02-17,Beat 'em Up
96140,Anger of Stick - Friend,2010-02-17,Scrolling
96140,Anger of Stick - Friend,2010-02-17,Shooter
96143,Angry Business Man,2010-12-15,Arcade
96143,Angry Business Man,2010-12-15,Scrolling
96145,Army Lines,2010-10-14,Strategy
96145,Army Lines,2010-10-14,Tower Defense
96147,Bowman Attack,2010-05-12,Strategy
96055,Dungeons & Dice,2009-12-06,Adventure
96055,Dungeons & Dice,2009-12-06,RPG
96067,Zombie Farm,2010-02-09,Management
96068,A Moon for the Sky,2010-12-09,Action
96070,Max Adventure,2010-12-14,Shooter
96073,NBA Hangtime,1996-04-16,Arcade
96073,NBA Hangtime,1996-04-16,Sports
96083,KDice,2006-12-01,Strategy
96100,Cyberlords - Arcology,2011-03-11,Action RPG
96102,Chō Aniki,1992-12-25,Scrolling
96102,Chō Aniki,1992-12-25,Shoot 'em Up
96103,Star Parodier,1992-04-24,Scrolling
96103,Star Parodier,1992-04-24,Shoot 'em Up
95977,Sonic Colors (Nintendo DS),2010-11-11,Platformer
95980,Panzer Campaigns: Tunisia '43,2011-03-11,Strategy
95981,Panzer Campaigns: Mius '43,2011-02-25,Strategy
96027,Drop Off,1990-03-30,Arcade
96027,Drop Off,1990-03-30,Puzzle
96032,Final Soldier,1991-07-05,Scrolling
96032,Final Soldier,1991-07-05,Shoot 'em Up
96039,Fleets,2010-07-29,Strategy
96043,Super Bust-a-Move 2,2002-09-19,Puzzle
96045,Puzzle Bobble VS,2003-10-06,Puzzle
96046,Puzzle Bobble Pocket,2004-12-22,Puzzle
96996,Midway Arcade Treasures 3,2005-09-26,Racing
97035,Knarly Hexes,2009-04-03,Puzzle
97037,Roads of Rome 2,2011-01-19,Management
97037,Roads of Rome 2,2011-01-19,Puzzle
96942,Call of Duty: World at War: Final Fronts,2008-11-10,First Person Shooter
96973,The World's Biggest Pac-Man,2011-04-13,Arcade
96973,The World's Biggest Pac-Man,2011-04-13,Maze
96981,World Heroes 2 Jet,1994-04-26,Fighting
96985,Fatal Fury Battle Archives Volume 1,2007-08-07,Fighting
96988,Fatal Fury Battle Archives Volume 2,2008-04-08,Fighting
96899,Fire ProWrestling S: 6Men Scramble,1996-12-27,Fighting
96902,B-Boy,2006-09-29,Rhythm
96903,Babe,2006-09-22,Adventure
96914,Granada,1990-04-14,Shoot 'em Up
96931,X-Men: Mutant Academy,2000-07-06,Fighting
96932,X-Men: Mutant Academy 2,2001-09-20,Fighting
96938,Total War Battle Pack,2010-05-05,Real Time Strategy
96938,Total War Battle Pack,2010-05-05,Strategy
96868,Croc 2 (GBC),2001-01-25,Platformer
96873,Ravenwood Fair,2010-10-19,Action RPG
96874,Generation of Chaos,2001-08-09,RPG
96874,Generation of Chaos,2001-08-09,Strategy
96875,Black/Matrix II,2002-03-28,Tactical RPG
96876,Black/Matrix 00,2004-05-13,Tactical RPG
96893,Metal Slug 4/5,2005-05-24,Run-and-gun
96893,Metal Slug 4/5,2005-05-24,Scrolling
96893,Metal Slug 4/5,2005-05-24,Shoot 'em Up
96894,World Heroes Anthology,2007-10-18,Fighting
96897,World Heroes Perfect,1995-06-07,Fighting
96823,Dragon Shadow Spell,2007-01-18,Tactical RPG
96824,Seaman II,2007-10-18,Life Simulation
96805,Fussball Manager 2002,2001-10-11,Management
96805,Fussball Manager 2002,2001-10-11,Sports
96808,Crime Crackers,1994-12-03,RPG
96809,Escaform,1999-01-28,RPG
96810,Guitar Hero: On Tour: Modern Hits,2009-06-26,Rhythm
96738,Legend of the Guardians: The Owls of Ga'Hoole (Console),2010-09-14,Action
96741,Calling,2009-11-19,Action Adventure
96742,Bridge Builder,2000-12-18,Puzzle
96742,Bridge Builder,2000-12-18,Simulation
96783,Rogue Ops,2003-10-29,Action
96718,Call of Duty: World at War: Zombies,2009-11-16,First Person Shooter
96722,Brigandine: The Legend of Forsena,1998-04-02,RPG
96722,Brigandine: The Legend of Forsena,1998-04-02,Simulation
96722,Brigandine: The Legend of Forsena,1998-04-02,Strategy
96723,Alnam no Tsubasa: Shouchiri no Sora no Achira e,1997-12-25,RPG
96725,Ico and Shadow of the Colossus Collection,2011-09-27,Action Adventure
96725,Ico and Shadow of the Colossus Collection,2011-09-27,Platformer
96725,Ico and Shadow of the Colossus Collection,2011-09-27,Puzzle
96732,Cabela's Big Game Hunter 2010,2009-09-22,First Person Shooter
96610,Polar Golfer,2004-09-01,Sports
96645,Bubble Bobble Part 2,1993-03-05,Arcade
97170,Aquanaut's Holiday: Hidden Memories,2008-09-25,Adventure
97170,Aquanaut's Holiday: Hidden Memories,2008-09-25,Life Simulation
97192,VOID,2009-03-21,Action RPG
97211,Tabloid Tycoon,2005-04-25,Simulation
97791,Small Arms,2006-11-22,Fighting
97791,Small Arms,2006-11-22,Platformer
97792,RoboBlitz,2006-11-07,Action
97792,RoboBlitz,2006-11-07,Adventure
97792,RoboBlitz,2006-11-07,Puzzle
97795,Novadrome,2006-12-20,Action
97795,Novadrome,2006-12-20,Racing
97795,Novadrome,2006-12-20,Shooter
97799,Heavy Weapon,2005-02-24,Action
97799,Heavy Weapon,2005-02-24,Scrolling
97799,Heavy Weapon,2005-02-24,Shoot 'em Up
97801,Bad Boys: Miami Takedown,2004-02-25,Action Adventure
97801,Bad Boys: Miami Takedown,2004-02-25,Shooter
97805,Soltrio Solitaire,2007-05-16,Classic Games
97745,Body and Brain Connection,2011-02-08,Educational
97745,Body and Brain Connection,2011-02-08,Party
97745,Body and Brain Connection,2011-02-08,Puzzle
97764,Speedy Pigs,2010-07-15,Action
97764,Speedy Pigs,2010-07-15,Scrolling
97766,SwimmingPig,2010-08-29,Scrolling
97768,KissIsland,2011-02-04,Action
97769,Big Time Gangsta,2011-03-31,Action
97769,Big Time Gangsta,2011-03-31,Shooter
97772,Bird Strike,2011-01-11,Scrolling
97721,Free Falcon,2003-04-25,Flight Simulator
97724,Open Falcon,2006-08-18,Flight Simulator
97730,Time Geeks: Find All!,2010-09-27,Puzzle
97731,Rodent Rage,2010-10-01,Action
97731,Rodent Rage,2010-10-01,Puzzle
97732,Spazcon,2011-04-07,Action
97733,"3,2,1...SuperCrash!",2010-11-24,Action
97734,Karimogi,2011-01-19,Action
97734,Karimogi,2011-01-19,Puzzle
97585,Mario Sports Mix,2010-11-25,Sports
97586,Bomberman Blast,2008-09-12,Action
97665,Prose With Bros,2011-04-20,Party
97666,Elemental Rage,2011-04-13,Platformer
97666,Elemental Rage,2011-04-13,Scrolling
97667,Bunny the Zombie Slayer,2011-04-21,Action
97667,Bunny the Zombie Slayer,2011-04-21,Arcade
97668,Play Kalei,2011-04-20,Puzzle
97690,Now Boarding,2008-08-08,Management
97506,Rengoku: The Tower of Purgatory,2005-01-27,Action RPG
97509,Rengoku II: Stairway to H.E.A.V.E.N.,2006-04-27,Action RPG
97519,Fight for Life,1996-01-15,Fighting
97572,Samurai Warriors: Chronicles,2011-02-26,Fighting
97572,Samurai Warriors: Chronicles,2011-02-26,Strategy
97578,Heroes of Mana,2007-03-08,Real Time Strategy
97578,Heroes of Mana,2007-03-08,Tactical RPG
97438,Doodle Hex,2008-07-11,Fighting
97446,Advance Guardian Heroes,2004-09-14,Fighting
97446,Advance Guardian Heroes,2004-09-14,Scrolling
97448,Phantasy Star Collection,2002-11-24,RPG
97449,Cima: The Enemy,2003-11-17,Action
97449,Cima: The Enemy,2003-11-17,RPG
97449,Cima: The Enemy,2003-11-17,Strategy
97450,Konami Collector's Series: Arcade Advanced,2002-03-21,Classic Games
97380,Banzai Rabbit,2010-06-09,Action
97383,The Impossible Test,2009-08-14,Puzzle
97390,Litho,2010-06-22,Puzzle
97394,Fuzzle Pop,2011-03-05,Puzzle
97413,Karnov's Revenge,1994-03-17,Fighting
97417,Droid Assault,2008-05-02,Action
97431,Harvest Moon DS: Grand Bazaar,2008-12-18,Life Simulation
97431,Harvest Moon DS: Grand Bazaar,2008-12-18,RPG
97434,Freshly-Picked Tingle's Rosy Rupeeland,2006-09-02,Action
97434,Freshly-Picked Tingle's Rosy Rupeeland,2006-09-02,RPG
97278,Chicken Hot Grill,2008-11-25,First Person Shooter
97281,Power Stone Collection,2006-10-31,Action
97281,Power Stone Collection,2006-10-31,Fighting
97282,Tehra: Dark Warrior,2010-02-02,Action
97282,Tehra: Dark Warrior,2010-02-02,Beat 'em Up
97308,Nintendogs + Cats,2011-02-26,Life Simulation
97217,Fire ProWrestling: Combination Tag,1989-06-22,Fighting
97219,Fire ProWrestling 2nd Bout,1991-08-30,Fighting
97226,Ride to Hell: Retribution,2013-06-25,Action Adventure
97233,Deep Black,2012-03-01,Shooter
97245,The Path of Go,2010-12-15,Classic Games
97245,The Path of Go,2010-12-15,Strategy
97806,Wing Commander Arena,2007-07-25,Action
97806,Wing Commander Arena,2007-07-25,Arcade
97822,Greg Hastings' Tournament Paintball,2004-11-16,First Person Shooter
97823,Triple Play 97,1996-06-24,Sports
97830,DSF Basketballmanager 2008,2008-05-22,Management
97830,DSF Basketballmanager 2008,2008-05-22,Sports
97831,Goin' Downtown,2008-05-22,Adventure
97834,Öko Simulator,2010-06-17,Management
97837,Mouse Hell,2010-10-28,Arcade
97837,Mouse Hell,2010-10-28,Scrolling
97841,Gyrotate,2009-12-11,Action
97841,Gyrotate,2009-12-11,Puzzle
98218,Record of Agarest War Zero,2009-06-25,Dating Sim
98218,Record of Agarest War Zero,2009-06-25,Tactical RPG
98219,BlazBlue: Continuum Shift II,2011-03-31,Fighting
98163,Street Trace: NYC,2007-08-22,Action
98163,Street Trace: NYC,2007-08-22,Racing
98166,Fatal Fury Special,1993-09-16,Fighting
98167,Geon: Emotions,2007-09-19,Action
98167,Geon: Emotions,2007-09-19,Maze
98201,Centipede & Millipede,2007-05-02,Action
98201,Centipede & Millipede,2007-05-02,Shoot 'em Up
98137,Super Dynamite Fishing,2011-02-11,Action
98137,Super Dynamite Fishing,2011-02-11,Sports
98154,Young Thor,2010-07-20,Action Adventure
98154,Young Thor,2010-07-20,Platformer
98155,A Space Shooter For Two Bucks!,2010-12-22,Shoot 'em Up
98156,Disaster: Day of Crisis,2008-09-25,Action Adventure
98157,Who's That Flying?,2010-11-17,Scrolling
98157,Who's That Flying?,2010-11-17,Shoot 'em Up
98158,Freekscape: Escape from Hell,2010-04-08,Action Adventure
98158,Freekscape: Escape from Hell,2010-04-08,Platformer
98158,Freekscape: Escape from Hell,2010-04-08,Puzzle
98159,Sesame Street: Elmo's A-to-Zoo Adventure,2010-10-19,Educational
98161,Spyglass Board Games,2007-08-01,Classic Games
98162,Hexic 2,2007-08-15,Puzzle
98050,Again,2009-12-10,Adventure
98053,Sonic Advance 3,2004-06-07,Platformer
98054,Dice de Chocobo,1999-12-22,Party
98055,Chocobo Collection,1999-12-22,Other
98055,Chocobo Collection,1999-12-22,Racing
98118,Solar Realms Elite,1991-01-01,4x Strategy
98118,Solar Realms Elite,1991-01-01,Classic Games
98118,Solar Realms Elite,1991-01-01,Management
98118,Solar Realms Elite,1991-01-01,Simulation
98118,Solar Realms Elite,1991-01-01,Strategy
98119,Air Conflicts: Air Battles of World War II,2006-06-09,Arcade
98119,Air Conflicts: Air Battles of World War II,2006-06-09,Shooter
98028,Roc Pazzo,2011-04-07,Puzzle
98030,Steambot Chronicles: Battle Tournament,2008-07-10,Action Adventure
98030,Steambot Chronicles: Battle Tournament,2008-07-10,Sandbox
98040,My Spanish Coach,2007-11-06,Educational
98044,Tennis Masters Series 2003,2003-05-30,Sports
98048,Neopets Puzzle Adventure,2008-11-25,Puzzle
98049,"My World, My Way",2008-06-12,RPG
98001,Draglade,2007-06-07,Fighting
98001,Draglade,2007-06-07,RPG
98005,LOL,2007-07-19,Party
98008,PictoImage,2008-08-26,Party
98013,The Legend of Kage 2,2008-03-13,Action
98013,The Legend of Kage 2,2008-03-13,Platformer
98027,BulleTrain,2010-11-15,Action
98027,BulleTrain,2010-11-15,Shooter
97956,Chop Chop Rocket,2011-04-21,Action
97957,Iron Tank: The Invasion of Normandy,1988-07-29,Action
97957,Iron Tank: The Invasion of Normandy,1988-07-29,Shooter
97958,Fist of the North Star (1987),1987-04-17,Action
97958,Fist of the North Star (1987),1987-04-17,Beat 'em Up
97958,Fist of the North Star (1987),1987-04-17,Scrolling
97976,Zero Gunner 2,2001-05-15,Shoot 'em Up
97986,Sweetopia,2006-08-07,Puzzle
97933,Carmageddon (GBC),2000-02-29,Action
97933,Carmageddon (GBC),2000-02-29,Racing
97933,Carmageddon (GBC),2000-02-29,Shooter
97936,RoboHero,2012-01-15,Strategy
97940,Dance Factory,2006-08-29,Rhythm
97941,EyeToy: Play 2,2004-11-12,Party
97942,EyeToy: Play 3,2005-11-04,Party
97946,Ys Strategy,2006-03-23,Real Time Strategy
97951,Overkill,2011-04-08,First Person Shooter
97953,Blimp: The Flying Adventures,2010-10-21,Action
97955,Chop Chop Kicker,2011-03-24,Action
97849,Codename Cobra: Desert Storm,2011-03-28,Action
97849,Codename Cobra: Desert Storm,2011-03-28,Scrolling
97899,Zubo,2008-10-03,Action
97899,Zubo,2008-10-03,Rhythm
97901,Harvest Moon DS: Island of Happiness,2007-02-01,Life Simulation
97902,Harvest Moon DS: Sunshine Islands,2008-02-21,Life Simulation
97904,Lux-Pain,2008-03-27,Adventure
97930,Fur Fighters: Viggo's Revenge,2001-06-03,Platformer
97930,Fur Fighters: Viggo's Revenge,2001-06-03,Shooter
97931,Rogue Trip: Vacation 2012,1998-09-30,Racing
97931,Rogue Trip: Vacation 2012,1998-09-30,Shooter
98243,Lumines Live!,2006-10-18,Puzzle
98243,Lumines Live!,2006-10-18,Rhythm
98504,Poker Smash,2008-02-06,Classic Games
98504,Poker Smash,2008-02-06,Puzzle
98507,Rocketmen: Axis of Evil,2008-03-05,Action
98507,Rocketmen: Axis of Evil,2008-03-05,Shooter
98509,TiQal,2008-03-26,Educational
98509,TiQal,2008-03-26,Puzzle
98509,TiQal,2008-03-26,Trivia
98510,Rocky and Bullwinkle,2008-04-16,Party
98511,Wits & Wagers,2008-05-07,Classic Games
98511,Wits & Wagers,2008-05-07,Party
98511,Wits & Wagers,2008-05-07,Trivia
98548,Fluttabyes,2010-01-29,Puzzle
98484,Invasion of the Mutant Space Bats of Doom,1993-11-28,Shoot 'em Up
98492,When Penguins Attack - TD,2009-09-29,Action
98492,When Penguins Attack - TD,2009-09-29,Tower Defense
98493,Penguins Attack TD 2,2010-04-08,Action
98493,Penguins Attack TD 2,2010-04-08,Tower Defense
98494,Penguins Attack 3,2010-12-12,Action
98494,Penguins Attack 3,2010-12-12,Tower Defense
98503,Chessmaster LIVE,2008-01-30,Classic Games
98446,Prince of Tennis 2005: Crystal Drive,2004-12-30,Sports
98396,Ramp Champ,2009-08-25,Arcade
98397,Pulse: Volume One,2011-05-04,Rhythm
98398,Imaginary Range,2011-05-04,Adventure
98398,Imaginary Range,2011-05-04,Arcade
98399,Foodies,2011-05-06,Arcade
98400,Piclings,2011-05-04,Platformer
98336,Drone Tactics,2007-08-02,Tactical RPG
98301,Asteroids & Asteroids Deluxe,2007-11-28,Action
98301,Asteroids & Asteroids Deluxe,2007-11-28,Shooter
98303,GripShift,2005-09-15,Action
98303,GripShift,2005-09-15,Puzzle
98303,GripShift,2005-09-15,Racing
98303,GripShift,2005-09-15,Shooter
98304,Batman: The Video Game (Genesis/Mega Drive),1990-07-19,Action
98304,Batman: The Video Game (Genesis/Mega Drive),1990-07-19,Platformer
98317,Super Huey II,1986-12-31,Flight Simulator
98323,SpongeBob SquarePants Underpants Slam!,2007-12-26,Action
98323,SpongeBob SquarePants Underpants Slam!,2007-12-26,Beat 'em Up
98323,SpongeBob SquarePants Underpants Slam!,2007-12-26,Fighting
98323,SpongeBob SquarePants Underpants Slam!,2007-12-26,Platformer
98325,Omega Five,2008-01-09,Scrolling
98325,Omega Five,2008-01-09,Shoot 'em Up
98277,L.A. Noire,2011-05-17,Action Adventure
98277,L.A. Noire,2011-05-17,Sandbox
98277,L.A. Noire,2011-05-17,Shooter
98293,Word Puzzle,2007-11-07,Classic Games
98296,Screwjumper!,2007-11-14,Action
98299,Shrek-N-Roll,2007-11-14,Action
98299,Shrek-N-Roll,2007-11-14,Classic Games
98299,Shrek-N-Roll,2007-11-14,Maze
98245,Mutant Storm Empire,2007-10-31,Action
98245,Mutant Storm Empire,2007-10-31,Shoot 'em Up
98246,Tetris Splash,2007-10-03,Puzzle
98247,Yaris,2007-10-10,Action
98247,Yaris,2007-10-10,Racing
98248,Bangai-O HD: Missile Fury,2011-05-04,Run-and-gun
98248,Bangai-O HD: Missile Fury,2011-05-04,Shoot 'em Up
98254,Switchball,2007-11-07,Action
98254,Switchball,2007-11-07,Maze
98254,Switchball,2007-11-07,Puzzle
98258,Stranger,2007-11-23,Real Time Strategy
98258,Stranger,2007-11-23,RPG
98259,Zoo Tycoon 2: Ultimate Collection,2008-10-03,Management
98262,The Nations,2001-07-16,Management
98262,The Nations,2001-07-16,Real Time Strategy
98262,The Nations,2001-07-16,Simulation
98550,Domino Rally,2007-06-21,Action
98646,My French Coach,2007-11-06,Educational
99241,Victory Boxing Champion Edition,1996-11-15,Fighting
99243,Shining Force CD,1995-03-22,Tactical RPG
99248,FoxKids.com Micro Maniacs Racing,2000-10-30,Racing
99195,Naruto: Ninja Council 2 – European Edition,2005-04-21,Action
99195,Naruto: Ninja Council 2 – European Edition,2005-04-21,Beat 'em Up
99195,Naruto: Ninja Council 2 – European Edition,2005-04-21,Scrolling
99206,Monster Lab,2008-11-04,Action RPG
99206,Monster Lab,2008-11-04,Strategy
99223,Blaze & Blade: Eternal Quest,1998-01-28,Action RPG
99040,Thunder Force VI,2008-10-30,Shoot 'em Up
99061,Quantz,2008-08-13,Arcade
99061,Quantz,2008-08-13,Puzzle
99163,Squid Drop,2011-04-12,Arcade
99163,Squid Drop,2011-04-12,Platformer
99174,Pro Evolution Soccer Management,2006-03-24,Management
99174,Pro Evolution Soccer Management,2006-03-24,Sports
98948,Muscle March,2009-05-26,Action
98951,Battlestar Galactica,2007-10-23,Shoot 'em Up
98951,Battlestar Galactica,2007-10-23,Simulation
98970,Dragon Age Legends: Remix 01,2011-05-16,Action
98970,Dragon Age Legends: Remix 01,2011-05-16,Beat 'em Up
98993,Stranded (2003),2003-12-05,Adventure
98993,Stranded (2003),2003-12-05,Puzzle
98993,Stranded (2003),2003-12-05,Simulation
98994,Stranded II,2008-03-12,Adventure
98994,Stranded II,2008-03-12,Life Simulation
98994,Stranded II,2008-03-12,Puzzle
98994,Stranded II,2008-03-12,Simulation
99028,Bomberman Quest,1998-12-24,Action RPG
99034,Ridge Racer (PSP),2004-12-12,Racing
98890,Viking Tales: Mystery of Black Rock,2011-02-10,Action
98891,Liqua Pop,2011-03-10,Action
98939,Alter Echo,2003-08-19,Action Adventure
98940,Microsoft Entertainment Pack: The Puzzle Collection,1997-07-31,Puzzle
98842,Bogey: Dead 6,1996-08-06,Action
98842,Bogey: Dead 6,1996-08-06,Flight Simulator
98864,Nanostray 2,2008-03-11,Scrolling
98864,Nanostray 2,2008-03-11,Shoot 'em Up
98864,Nanostray 2,2008-03-11,Shooter
98866,My Chinese Coach,2008-08-26,Educational
98872,Naruto Shippuden: Naruto vs. Sasuke,2008-07-10,Fighting
98873,Naruto: Ninja Council,2003-05-01,Action
98873,Naruto: Ninja Council,2003-05-01,Beat 'em Up
98875,Naruto: Ninja Council 2,2004-04-29,Beat 'em Up
98781,The Manly Game for Manly Men,2010-05-18,Action
98783,The Lord of the Rings Online: Mines of Moria Complete Edition,2008-11-14,MMO
98783,The Lord of the Rings Online: Mines of Moria Complete Edition,2008-11-14,RPG
98791,Ape Escape: On the Loose,2005-03-17,Action
98791,Ape Escape: On the Loose,2005-03-17,Platformer
98715,Billy Vs. SNAKEMAN,2008-01-14,MMO
98715,Billy Vs. SNAKEMAN,2008-01-14,RPG
99256,DanceDanceRevolution,2010-11-16,Rhythm
99259,Shining Force Gaiden,1992-12-25,Tactical RPG
99263,Super Godzilla,1993-12-23,Action
99264,Frisbee® Forever,2011-05-04,Sports
99266,MetalStorm: Online,2011-05-12,Flight Simulator
99267,Archetype,2010-07-06,First Person Shooter
99269,Zenonia 3: The Midgard Story,2011-04-27,Action RPG
99866,All-Star Baseball 2000,1999-04-07,Sports
99884,Armorines: Project S.W.A.R.M.,1999-12-02,First Person Shooter
99884,Armorines: Project S.W.A.R.M.,1999-12-02,Run-and-gun
99892,BattleTanx: Global Assault,1999-10-12,Shooter
99893,Hercules: The Legendary Journeys,2000-11-16,Action Adventure
99893,Hercules: The Legendary Journeys,2000-11-16,Beat 'em Up
99894,Lode Runner 3-D,1999-03-26,Platformer
99894,Lode Runner 3-D,1999-03-26,Puzzle
99895,Off Road Challenge,1998-06-30,Racing
99898,South Park: Chef's Luv Shack,1999-09-09,Party
99898,South Park: Chef's Luv Shack,1999-09-09,Trivia
99899,Xena: Warrior Princess – The Talisman of Fate,1999-12-14,Fighting
99822,187 Ride or Die,2005-08-23,Action
99822,187 Ride or Die,2005-08-23,Racing
99824,24: The Game,2006-02-28,Action Adventure
99824,24: The Game,2006-02-28,Shooter
99834,The Omega Stone: Riddle of the Sphinx II,2003-03-19,Adventure
99834,The Omega Stone: Riddle of the Sphinx II,2003-03-19,Puzzle
99846,Tix,2011-06-02,Strategy
99859,Wings 2: Aces High,1992-09-29,Flight Simulator
99859,Wings 2: Aces High,1992-09-29,Shoot 'em Up
99756,Far West,2002-11-06,4x Strategy
99764,Alpine Skiing 2005,2005-06-10,Sports
99765,Alpine Ski Racing 2007,2006-12-04,Sports
99766,Alpine Racer 3,2002-03-28,Sports
99773,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-10-11,Action
99773,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-10-11,Platformer
99774,Naruto: Ninja Council 3,2006-04-27,Beat 'em Up
99775,Naruto Shippuden: Ninja Council 4,2007-07-19,Beat 'em Up
99687,Moto Racer DS,2008-11-28,Racing
99703,Baldr Bullet: Equilibrium,2007-10-25,Action Adventure
99704,7 Blades,2000-12-21,Action Adventure
99705,Akudaikan 3,2007-03-01,Action Adventure
99706,Aliens in the Attic,2009-08-04,Platformer
99727,Infiniminer,2009-04-29,Action
99727,Infiniminer,2009-04-29,Sandbox
99729,Babysitting Mama,2010-11-05,Life Simulation
